text,category
Agravo regimental em recurso ordinário em habeas corpus. 2. Apropriação indébita previdenciária e sonegação de contribuição previdenciária. Condenação. 3. Reconhecimento da prescrição. Impossibilidade. Necessidade de esgotamento da via administrativa para deflagração da ação penal e início da contagem do prazo prescricional. Não ocorrência da alegada prescrição. 4. Aplicação do princípio da insignificância. Impossibilidade. Elevado grau de reprovabilidade da conduta. Precedentes. 5. Dosimetria da pena. Reprimenda aplicada de forma proporcional e suficientemente fundamentada. 6. Agravo regimental a que se nega provimento.,AGRAVO REGIMENTAL
"SUSPEIÇÃO – MEMBRO DO MINISTÉRIO PÚBLICO. O fato de o membro do Ministério Público, no passado, haver sido coproprietário de imóvel com um dos acusados não revela, por si só, suspeição.",HABEAS CORPUS
"PENA – DOSIMETRIA. A dosimetria da pena, em geral, circunscreve-se ao âmbito do justo ou injusto, sendo exceção a ilegalidade. PENA – FIXAÇÃO. Ante circunstâncias negativas, tem-se razoabilidade na fixação da pena, em relação a cada qual dos crimes, quando em torno de 7 e 3 anos, considerados os pisos de 5 e 2 e os tetos de 15 e 12. LEI ANTIDROGAS – INTERROGATÓRIO – PRINCÍPIO DA ESPECIALIDADE. Ante o princípio da especialidade, nos processos submetidos ao rito previsto na Lei nº 11.343/2006, o interrogatório inaugura a instrução criminal, considerado o artigo 57 do citado diploma legal.",HABEAS CORPUS
"COMPETÊNCIA – PROCESSO-CRIME – DESLOCAMENTOS – SUCESSIVIDADE – DEFESA – MANIFESTAÇÃO. Uma vez ocorrida manifestação da defesa no Juízo, o deslocamento do processo-crime para Tribunal, vindo, neste, a ser ratificada a denúncia e o ato de recebimento sem qualquer modificação do quadro, não enseja nova manifestação da defesa.",HABEAS CORPUS
Agravo regimental em habeas corpus. 2. Prisão em flagrante. Crime de tráfico de entorpecentes em associação para o tráfico (arts. 33 e 35 da Lei n. 11.343/2006). 3. Alegação de excesso de prazo para a formação da culpa e de inconstitucionalidade da Súmula 52 do STJ. 4. Supressão de instância. Matéria não enfrentada pelo STJ. Não exaurimento da jurisdição. Precedentes. 5. Afastada a possibilidade de concessão da ordem de ofício. Não configuração de patente constrangimento ilegal ou abuso de poder. 6. Agravo regimental a que se nega provimento.,AGRAVO REGIMENTAL
EMENTA: HABEAS CORPUS. CONSTITUCIONAL. PENAL. CONDENAÇÃO TRANSITADA EM JULGADO HÁ MAIS DE CINCO ANOS. IMPOSSIBILIDADE DE UTILIZAÇÃO PARA CARACTERIZAÇÃO DE MAUS ANTECEDENTES. ORDEM CONCEDIDA. 1. Condenação transitada em julgado há mais de cinco anos utilizada nas instâncias antecedentes para consideração da circunstância judicial dos antecedentes como desfavorável e majoração da pena-base. Impossibilidade. Precedentes. 2. Ordem concedida.,HABEAS CORPUS
"EMENTA: RECURSO ORDINÁRIO EM HABEAS CORPUS. CONSTITUCIONAL. PENAL. HOMICÍDIO TENTADO. FUNDAMENTAÇÃO IDÔNEA PARA A PRISÃO PREVENTIVA. RECURSO AO QUAL SE NEGA PROVIMENTO. 1. Consideradas as circunstâncias do ato praticado e os fundamentos apresentados pelo Juízo de origem, mantidos nas instâncias antecedentes, além da necessidade de resguardar a aplicação da lei penal e a instrução criminal, harmoniza-se a constrição da liberdade do Recorrente com a jurisprudência deste Supremo Tribunal, assentada em ser a periculosidade do agente, evidenciada pelo modus operandi, motivo idôneo para a custódia cautelar. 2. Recurso ao qual se nega provimento.",RECURSO ORDINÁRIO
Habeas corpus. 2. Direito processual penal. 3. Homicídio doloso. 4. Prisão preventiva. Necessidade de garantia da ordem pública e de aplicação da lei penal. 5. Gravidade demonstrada pelo modus operandi. Periculosidade concreta do acusado. Fundamentação idônea que recomenda a medida constritiva. 6. Réu foragido. Nítido intuito de furtar- se à aplicação da lei penal. 7. Ausência de constrangimento ilegal. 8. Ordem denegada.,HABEAS CORPUS
"PENA – REGIME DE CUMPRIMENTO – CONDENAÇÕES – UNIFICAÇÃO. Uma vez verificada a unificação de penas, tem-se o recálculo quanto ao regime de cumprimento da sanção.",HABEAS CORPUS
Habeas corpus. Direito Processual Penal. 2. Tráfico ilícito de entorpecentes e posse de munição de uso restrito (arts. 33 da Lei n. 11.343/2006 e 16 da Lei n. 10.826/2003). 3. Prisão em flagrante convertida em preventiva. Pedido de liberdade provisória. 4. Prisão preventiva. Necessidade de garantia da ordem pública. Gravidade demonstrada pelos dados concretos do delito. Razoável quantidade de droga apreendida. Fundamentação idônea que recomenda a medida constritiva. 5. Ausência de constrangimento ilegal. Ordem denegada.,HABEAS CORPUS
EMENTA: AGRAVO REGIMENTAL NO HABEAS CORPUS. PENAL. DESCAMINHO. DESCONSIDERAÇÃO DE ALEGADA REITERAÇÃO DELITIVA DO PACIENTE A IMPOSSIBILITAR A INCIDÊNCIA DO PRINCÍPIO DA INSIGNIFICÂNCIA. NECESSÁRIA CONTINUIDADE DA AÇÃO PENAL NA ORIGEM. AUSÊNCIA DE IMPUGNAÇÃO ESPECÍFICA DA DECISÃO AGRAVADA. DECISÃO AGRAVADA MANTIDA. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO.,AGRAVO REGIMENTAL
"Habeas corpus. 2. Tráfico ilícito de entorpecentes. Conversão da prisão em flagrante em preventiva. 3. Segregação cautelar mantida com base apenas na gravidade abstrata do crime. 4. Ausência de fundamentação idônea. Decisão contrária à jurisprudência dominante desta Corte. Constrangimento ilegal configurado. 5. Ordem concedida para revogar o decreto prisional expedido em desfavor do paciente, sem prejuízo da análise da aplicação de medidas cautelares previstas no art. 319 do CPP.",HABEAS CORPUS
"EMENTA: RECURSO ORDINÁRIO EM HABEAS CORPUS. CONSTITUCIONAL. EXECUÇÃO PENAL. SUPERVENIÊNCIA DE NOVA CONDENAÇÃO NO CURSO DA EXECUÇÃO DA PENA. UNIFICAÇÃO DE PENAS. TRÂNSITO EM JULGADO DA ÚLTIMA CONDENAÇÃO: TERMO INICIAL DOS PRAZOS PARA A OBTENÇÃO DE BENEFÍCIOS. RECURSO AO QUAL SE NEGA PROVIMENTO. 1. É pacífica a jurisprudência deste Supremo Tribunal segundo a qual, em se tratando de unificação de penas, como na espécie vertente, altera-se a data-base para a concessão de benefícios, sendo considerado como termo inicial o trânsito em julgado de última condenação. Precedentes. 2. Recurso ao qual se nega provimento.",RECURSO ORDINÁRIO
"Habeas corpus. 2. Tráfico de entorpecentes e associação para tráfico. Conversão da prisão em flagrante em preventiva. 3. Apreensão de grande quantidade de drogas (mais de 1 Kg de cocaína), de balança de precisão e inúmeros petrechos para acondicionar a droga que seria comercializada. Reconhecimento pelo acusado da propriedade e da traficância. 4. Situação distinta do paciente do HC 133.289/SP. Ausência de constrangimento ilegal. Prisão justificada. 5. Ordem denegada, cassando a liminar anteriormente deferida.",HABEAS CORPUS
"Ementa: EMBARGOS DE DECLARAÇÃO NOS EMBARGOS DE DECLARAÇÃO NO HABEAS CORPUS. AUSÊNCIA DE OMISSÃO. EMBARGOS DECLARATÓRIOS NÃO CONHECIDOS. I – Ausência de pressupostos para a oposição de embargos de declaração. Inexistência de omissão apontada na inicial. II – A análise dos autos demonstra que todas as decisões anteriores examinaram de forma adequada a matéria e apreciaram inteiramente as questões que se apresentavam. As razões de decidir, adotadas por ocasião de cada julgamento, são suficientes para afastar a pretensão dos embargantes. III – Embargos declaratórios não conhecidos, determinado a extinção do feito e o arquivamento dos autos.",EMBARGOS DE DECLARAÇÃO
"HABEAS CORPUS – REVISÃO CRIMINAL. O habeas corpus não sofre qualquer obstáculo, muito menos o decorrente de ter-se, em tese, a possibilidade de impugnação do título condenatório mediante revisão criminal. NULIDADE – SENTENÇA CONDENATÓRIA – INOCORRÊNCIA. Uma vez analisadas as teses suscitadas pela defesa, descabe cogitar de nulidade processual.",HABEAS CORPUS
FURTO – COISA DE PEQUENO VALOR. A questão do pequeno valor da coisa furtada é resolvida ante a circunstância judicial consequências do crime.,HABEAS CORPUS
"PROCESSO-CRIME – CONDENAÇÃO – PREMISSA. Constando do título condenatório premissa a consubstanciar o crime de roubo, descabe versar insubsistência do que decidido.",HABEAS CORPUS
"HABEAS CORPUS – RECURSO EXTRAORDINÁRIO SUBSTITUTIVO. O fato de, em tese, ser cabível contra o ato impugnado recurso extraordinário não inviabiliza o habeas corpus. HABEAS CORPUS – REMIÇÃO – DIAS E HORAS TRABALHADOS – CÔMPUTO. Para fins de remição de sanção, a contagem de tempo é realizada à razão de um dia de pena a cada três de trabalho, sendo a jornada normal não inferior a seis horas nem superior a oito, impondo-se a consideração dos dias efetivamente trabalhados pelo condenado, e não as horas.",HABEAS CORPUS
"Habeas Corpus. 2. Homicídio duplamente qualificado e corrupção de menores (art. 121, § 2º, incisos III e IV, do Código Penal e art. 244-B do Estatuto da Criança e do Adolescente). 3. Prisão preventiva. Sentença de pronúncia. 4. Alegação de ausência dos requisitos autorizadores da manutenção da custódia cautelar (art. 312 do CPP). Improcedência. Sentença de pronúncia fundamentada e apta a justificar a manutenção da segregação provisória. 5. Medidas cautelares alternativas diversas da prisão, previstas na Lei 12.403/2011, que não se mostram suficientes a acautelar o meio social. 6. Ordem denegada.",HABEAS CORPUS
"HABEAS CORPUS – PREJUÍZO. Ante a perda de objeto, cumpre declarar o prejuízo da impetração.",HABEAS CORPUS
"HABEAS CORPUS – PREJUÍZO. Uma vez verificado o falecimento do paciente, há o prejuízo da impetração.",HABEAS CORPUS
"HABEAS CORPUS – SUPRESSÃO DE INSTÂNCIA. Revelando o habeas corpus parte única – o paciente, personificado pelo impetrante –, o instituto da supressão de instância há de ser tomado, no que visa beneficiar a parte, com as cautelas próprias. PENA – CAUSA DE DIMINUIÇÃO – TRÁFICO DE DROGAS. Surge motivada a conclusão sobre a ausência do direito à causa de diminuição da pena prevista no § 4º do artigo 33 da Lei nº 11.343/2006, no que configurado o envolvimento do condenado em organização criminosa, dada a comercialização de entorpecentes em larga escala.",HABEAS CORPUS
"E M E N T A: “HABEAS CORPUS” – SUPOSTA AUSÊNCIA DE FUNDAMENTAÇÃO DA DECISÃO DE PRONÚNCIA – INOCORRÊNCIA – FUNDAMENTAÇÃO IDÔNEA E CONSISTENTE – INEXISTÊNCIA DE TRANSGRESSÃO À EXIGÊNCIA CONSTITUCIONAL DE MOTIVAÇÃO DOS ATOS DECISÓRIOS (CF, ART. 93, IX) – OBSERVÂNCIA, PELO MAGISTRADO ESTADUAL DE PRIMEIRO GRAU, DOS LIMITES DELINEADOS NO ART. 413, § 1º, DO CPP (NA REDAÇÃO DADA PELA LEI Nº 11.689/2008) – ATO JUDICIAL QUE ESPECIFICA, COM CLAREZA, AS CIRCUNSTÂNCIAS QUALIFICADORAS DO DELITO DE HOMICÍDIO ATRIBUÍDO AOS RÉUS (CP, ART. 121, § 1º, I E IV, NO CASO) – RECURSO DE AGRAVO IMPROVIDO.",AGRAVO REGIMENTAL
"PRISÃO PREVENTIVA – IMPUTAÇÃO. A gravidade da imputação, considerado o princípio da não culpabilidade, é insuficiente, por si só, a levar à prisão provisória. PERÍCIA – MATERIAL TÓXICO – EMPRESAS – INSTITUTO DE CRIMINALÍSTICA – RATIFICAÇÃO. Uma vez ratificados pelo Instituto de Criminalística, os laudos apresentados por empresas fabricantes de agrotóxicos, tem-se atendido o disposto no artigo 159 do Código Penal.",HABEAS CORPUS
"PENA – PROCESSOS EM CURSO – CONSIDERAÇÃO – IMPROPRIEDADE. Surge impróprio considerar, na fixação da pena-base, processos em curso além do gênero fraude, presente o crime de estelionato.",HABEAS CORPUS
"HABEAS CORPUS – ATO INDIVIDUAL – ADEQUAÇÃO. O habeas corpus mostra-se adequado quer se trate de ato individual, quer de Colegiado. RECEPTAÇÃO – TIPO QUALIFICADO – § 1º DO ARTIGO 180 DO CÓDIGO PENAL – RAZOABILIDADE E PROPORCIONALIDADE. Ante o bem protegido, a potencial lesão causada a consumidores, surge razoável e proporcional o que previsto em termos de tipologia e pena no artigo 180, § 1º, do Código Penal.",HABEAS CORPUS
"Habeas corpus. 2. Tráfico internacional de drogas e associação (art. 33, caput; art. 35, caput; c/c o art. 40, inciso I, todos da Lei 11.343/2006). Operação Suçuarana. Condenação. 3. Alegação de ausência dos requisitos autorizadores da custódia cautelar (art. 312 do CPP). 4. Demonstrada a necessidade da prisão para garantia da ordem pública, conveniência da instrução criminal e aplicação da lei penal. Precedentes. 5. Alegações de ausência de prestação jurisdicional, fundamentação inidônea e inovação processual, imputadas ao Superior Tribunal de Justiça, que se rejeitam. 6. Excesso de prazo para processamento do recurso de apelação não configurado. 7. Ordem denegada. Determinação ao TRF da 4ª Região que dê prioridade ao julgamento da apelação, apreciando-a, como entender de direito, no prazo de quatro sessões, contado da data da comunicação deste julgamento, salvo ulteriores intercorrências.",HABEAS CORPUS
"PRISÃO PREVENTIVA – IMPUTAÇÃO. A gravidade da imputação, considerado o princípio da não culpabilidade, é insuficiente, por si só, a levar à prisão provisória. PRISÃO PREVENTIVA – REITERAÇÃO CRIMINOSA – SUPOSIÇÃO. Descabe partir da capacidade intuitiva, supondo, sem indicar dados concretos, a reiteração delituosa.",HABEAS CORPUS
"HABEAS CORPUS – TÍTULO JUDICIAL – PRECLUSÃO – ÓBICE – INEXISTÊNCIA. O fato de ter-se título judicial precluso na via da recorribilidade, ensejando, em tese, revisão criminal, não obstaculiza a impetração. PENA – REGIME DE CUMPRIMENTO. Ante quadro a revelar situação humanitária, considerada assistência a cônjuge acometido de enfermidade grave, possível é a observância temporária da prisão domiciliar.",HABEAS CORPUS
"Ementa: HABEAS CORPUS. PENAL E PROCESSUAL PENAL. WRIT SUBSTITUTO DE RECURSO ORDINÁRIO: ADMISSIBILIDADE. MANUTENÇÃO DO CONDENADO EM REGIME PRISIONAL MAIS GRAVOSO: CONTRARIEDADE À SÚMULA VINCULANTE 56 DESTA SUPREMA CORTE. ORDEM CONCEDIDA. I - Embora o presente writ tenha sido impetrado em substituição a recurso ordinário, esta Segunda Turma não opõe óbice ao seu conhecimento. II – Na espécie, a decisão combatida contraria a Súmula Vinculante 56 desta Suprema Corte. III – Ordem de habeas corpus concedida.",HABEAS CORPUS
"Ementa: AGRAVO REGIMENTAL EM HABEAS CORPUS. PROCESUAL PENAL. NEGATIVA DE SEGUIMENTO. LISTISPENDÊNCIA. CONSTATAÇÃO. AUSÊNCIA DE IMPUGNAÇÃO DE FUNDAMENTO DA DECISÃO AGRAVADA. INCIDÊNCIA DO ART. 317, § 1º, DO RISTF. AGRAVO REGIMENTAL A QUE SE NEGA PROVIMENTO. I – O agravante não refutou todos os fundamentos da decisão agravada, o que atrai a incidência do art. 317, § 1º, do RISTF. Precedentes. II – Agravo regimental a que se nega provimento.",AGRAVO REGIMENTAL
TÍTULO CONDENATÓRIO – EXECUÇÃO – SUSPENSÃO. A suspensão da execução de título condenatório integra o campo da excepcionalidade. Indispensável é que haja quadro a retratar ilegalidade.,HABEAS CORPUS
"HABEAS CORPUS – PREJUÍZO. Ante a perda de objeto, cumpre declarar o prejuízo da impetração.",HABEAS CORPUS
"Habeas corpus. 2. Corrupção ativa e lavagem de dinheiro. Operação Eficiência. Prisão preventiva. 3. Impetração contra decisão que indeferiu pedido de liminar em anterior HC no STJ. Posterior julgamento de mérito desse HC. Despicienda qualquer discussão a respeito de eventual superação do óbice contido na Súmula 691/STF. 4. Limites da aplicação do tipo penal objeto do art. 2º, § 1º, da Lei 12.850/2013 a casos de interação entre imputados ainda estão por ser tratados. 5. Perigo que a liberdade do paciente representa à ordem pública ou à instrução criminal pode ser mitigado por medidas cautelares menos gravosas do que a prisão. 6. Concessão da ordem para revogar a prisão preventiva decretada, determinando ao Juízo de origem que analise a necessidade de aplicação das medidas cautelares previstas no art. 319 do CPP. Precedentes.",HABEAS CORPUS
"HABEAS CORPUS – PREJUÍZO. Ante a perda de objeto, cumpre declarar o prejuízo da impetração.",HABEAS CORPUS
"HABEAS CORPUS – ATO INDIVIDUAL – ADEQUAÇÃO. O habeas corpus é adequado em se tratando de ato de Colegiado ou individual. HABEAS CORPUS – ILEGALIDADE. O habeas corpus pressupõe ilegalidade a ser afastada, o que não ocorre ante o contexto em que, no julgamento de apelação, foi assentada a existência de veredicto manifestamente contrário à prova do processo.",HABEAS CORPUS
"HABEAS CORPUS – ATO INDIVIDUAL – ADEQUAÇÃO. O habeas corpus é adequado em se tratando de impugnação a ato de colegiado ou individual. PRISÃO PREVENTIVA – FLAGRANTE – TRÁFICO DE DROGAS. Uma vez decorrendo a prisão preventiva de flagrante, em que surpreendido o agente com porção substancial de droga, tem-se como sinalizada a periculosidade e, portanto, possível a custódia provisória.",HABEAS CORPUS
"DESCAMINHO – TRIBUTO – VALOR – LEI – EXECUTIVO – FISCAL – ALCANCE. Descabe, em Direito, confundir institutos, vocábulos e expressões. Lei versando executivo fiscal não repercute no campo penal.",HABEAS CORPUS
"E M E N T A: “HABEAS CORPUS” – PENA-BASE ESTABELECIDA ACIMA DO MÍNIMO LEGAL – ALEGADA AUSÊNCIA DE FUNDAMENTAÇÃO IDÔNEA NA OPERAÇÃO DE DOSIMETRIA DA SANÇÃO PENAL – RECONHECIMENTO, PELO MAGISTRADO SENTENCIANTE, DA EXISTÊNCIA DE DIVERSAS CIRCUNSTÂNCIAS JUDICIAIS DESFAVORÁVEIS AO CONDENADO – IMPETRAÇÃO QUE OBJETIVA A PURA E SIMPLES REDUÇÃO DA PENA IMPOSTA AO PACIENTE – NECESSÁRIO REEXAME DOS ELEMENTOS DE CONVICÇÃO QUE LEVARAM O JUÍZO DE PRIMEIRO GRAU A FIXAR O “QUANTUM” PENAL – INVIABILIDADE NA VIA SUMARÍSSIMA DO “HABEAS CORPUS” – RECURSO DE AGRAVO IMPROVIDO.",AGRAVO REGIMENTAL
"HABEAS CORPUS – PREJUÍZO. Ante a perda de objeto, cumpre declarar prejudicada a impetração.",HABEAS CORPUS
"Ementa: AGRAVO REGIMENTAL EM HABEAS CORPUS. INTERPOSIÇÃO DE RECURSO ORDINÁRIO CONTRA DECISÃO DE MINISTRO DO SUPREMO TRIBUNAL FEDERAL. IMPOSSIBILIDADE. ERRO GROSSEIRO. INVIABILIDADE DE APLICAÇÃO DO PRINCÍPIO DA FUNGIBILIDADE. AGRAVO A QUE SE NEGA PROVIMENTO. I - A jurisprudência desta Suprema Corte é firme no sentido de que “[constitui] erro grosseiro a interposição de recurso ordinário junto a esta Suprema Corte em face de suas próprias decisões” (HC 149.188-AgR/SP, Rel. Min. Dias Toffoli, Segunda Turma), o que inviabiliza, por consequentemente, a aplicação do princípio da fungibilidade. II – Agravo a que se nega provimento.",AGRAVO REGIMENTAL
"LEI – APLICAÇÃO NO TEMPO – TRIBUTO – IRRETROATIVIDADE. Lei regedora de tributo há de ser editada em certo exercício, para observância no subsequente. BALANÇO – CORREÇÃO MONETÁRIA – EXERCÍCIO DE 1989 – ARTIGO 30, § 2º, DA LEI Nº 7.799/89. Ante o princípio da irretroatividade, surge inconstitucional o § 2º do artigo 30 da Lei nº 7.799/89, no que impôs a correção monetária das demonstrações financeiras referentes ao exercício de 1989.",RECURSO EXTRAORDINÁRIO
"EMBARGOS DECLARATÓRIOS – CONTRADIÇÃO. Surgindo do acórdão proferido, ante a adoção do que proclamado na data do julgamento do recurso e os votos que formaram na corrente majoritária, contradição, impõe-se o provimento dos declaratórios.",EMBARGOS DE DECLARAÇÃO
"Embargos de declaração no recurso extraordinário. Compensação de prejuízos fiscais do IRPJ e das bases negativas da CSLL. Artigos 42 e 48 da Lei nº 8.981/95. Integração do julgado. Precedentes do Plenário da Corte. 1. A matéria atinente ao direito de abatimento dos prejuízos fiscais do IRPJ e da compensação das bases negativas da CSLL, acumulados em exercícios anteriores, na forma dos arts. 42 e 58 da Lei nº 8.981/95, foi definitivamente julgada pelo Plenário da Corte, inclusive sob o enfoque do direito adquirido, nos RE nºs 344.944/PR (28/8/09) e 545.308/SP (26/3/10), relatores para acórdão os Ministros Eros Grau e Carmem Lúcia. 2. Embargos acolhidos para integrar o julgado, sem efeitos infringentes.",EMBARGOS DE DECLARAÇÃO
IMUNIDADE – LIVROS FISCAIS. O fato de a pessoa jurídica gozar da imunidade tributária não afasta a exigibilidade de manutenção dos livros fiscais.,RECURSO EXTRAORDINÁRIO
Embargos de declaração em agravo regimental em recurso extraordinário. 2. Inexistência de omissão. Embargos protelatórios. Imposição de multa. 3. Embargos de declaração rejeitados.,EMBARGOS DE DECLARAÇÃO
"EMENTA: EMBARGOS DE DECLARAÇÃO NO AGRAVO REGIMENTAL NO RECURSO EXTRAORDINÁRIO. PROCESSUAL CIVIL. ART. 535 DO CÓDIGO DE PROCESSO CIVIL. AUSÊNCIA DE OMISSÃO, CONTRADIÇÃO E OBSCURIDADE. IMPOSSIBILIDADE DE REDISCUSSÃO DA MATÉRIA. EMBARGOS DE DECLARAÇÃO REJEITADOS.",EMBARGOS DE DECLARAÇÃO
"Embargos de declaração no agravo regimental no recurso extraordinário. 2. Tributário. Contribuição social sobre o lucro líquido. Constitucionalidade do artigo 2º, da Lei n. 7.689/88 declarada pelo Plenário do STF. Precedentes. 3. Embargos protelatórios. Imposição de multa. 4. Embargos de declaração rejeitados.",EMBARGOS DE DECLARAÇÃO
DIREITO CONSTITUCIONAL E PREVIDENCIÁRIO – SERVIDOR PÚBLICO – DIREITO ADQUIRIDO À CONTAGEM DE TEMPO DE SERVIÇO PRESTADO SOB CONDIÇÕES INSALUBRES EM PERÍODO ANTERIOR À INSTITUIÇÃO DO REGIME JURÍDICO ÚNICO – PRECEDENTES. A jurisprudência do Supremo firmou-se no sentido de que o servidor público federal ou estadual ex-celetista possui direito adquirido à contagem de tempo de serviço prestado sob condições insalubres ou perigosas no período anterior à instituição do Regime Jurídico Único.,AGRAVO REGIMENTAL
"DEVIDO PROCESSO LEGAL – SITUAÇÃO CONSTITUÍDA – PRONUNCIAMENTO DO SUPREMO EM PROCESSO OBJETIVO – OBSERVÂNCIA AUTOMÁTICA – INSUBSISTÊNCIA. O fato de o Supremo haver declarado, em processo subjetivo, a inconstitucionalidade de certo ato normativo não afasta o devido processo legal administrativo no que existente situação jurídica.",RECURSO EXTRAORDINÁRIO
"CONTRIBUIÇÃO SOCIAL – RECEITA BRUTA – COMERCIALIZAÇÃO DA PRODUÇÃO RURAL E EMPREGADORES – ARTIGO 1º DA LEI Nº 8.540/92. O Pleno, no julgamento do Recurso Extraordinário nº 363.852/MG, proclamou a insubsistência da contribuição.",AGRAVO REGIMENTAL
SERVIÇO PÚBLICO – DESLIGAMENTO – DEVIDO PROCESSO LEGAL. O desligamento de prestador de serviço público há de fazer-se observando-se o devido processo legal administrativo.,RECURSO EXTRAORDINÁRIO
"APOSENTADORIA – RETORNO À ATIVIDADE. O retorno à atividade submete o prestador de serviços à Previdência Social, cabendo- lhe observar as contribuições sociais.",AGRAVO REGIMENTAL
"EMENTA: RECURSO EXTRAORDINÁRIO. CONSTITUCIONAL. PREVISÃO DE LEI COMPLEMENTAR PARA TRATAR DE SERVIDORES PÚBLICOS MUNICIPAIS. PROCESSO LEGISLATIVO. MATÉRIA CUJA CONSTITUIÇÃO DA REPÚBLICA EXIGE LEI ORDINÁRIA. PRECEDENTE DO PLENÁRIO DO SUPREMO TRIBUNAL FEDERAL. ADI 2.872/PI. RECURSO PROVIDO. DECLARAÇÃO DE INCONSTITUCIONALIDADE DO ART. 37, PARÁGRAFO ÚNICO, INC. IV, V E VI, DA LEI MUNICIPAL N. 742/1990 (LEI ORGÂNICA DO MUNICÍPIO DE PEDRANÓPOLIS/SP).",RECURSO EXTRAORDINÁRIO
"APOSENTADORIA – JUIZ CLASSISTA – DIREITO AO REGIME DA LEI Nº 6.903/81 – REVOGAÇÃO PELA MEDIDA PROVISÓRIA Nº 1.523/96 – CONSTITUCIONALIDADE – PRECEDENTES. O Supremo, na Ação Direta de Inconstitucionalidade nº 1.878/DF, relator ministro Ilmar Galvão, assentou a subsistência da Medida Provisória nº 1.523/96 e reedições no ponto em que revogada a disciplina da Lei nº 6.903/81 acerca da aposentadoria dos classistas. Aplicação da norma no tempo considerada a data do implemento dos requisitos relativos à jubilação.",RECURSO EXTRAORDINÁRIO
"EMENTA: 1. AGRAVO REGIMENTAL. INTERPOSIÇÃO CONTRA APLICAÇÃO DA SISTEMÁTICA DA REPERCUSSÃO GERAL. INADMISSIBILIDADE. 2. CONSTITUCIONAL. TRIBUTÁRIO. IPTU. ALÍQUOTAS. PROGRESSIVIDADE INSTITUÍDA ANTES DA EC 29/2000. INCONSTITUCIONALIDADE. SÚMULA 668 DO STF. AGRAVO PARCIALMENTE CONHECIDO E, NESTA PARTE, DESPROVIDO.",AGRAVO REGIMENTAL
"RECURSO EXTRAORDINÁRIO – JULGAMENTO – LEGISLAÇÃO LOCAL. A apreciação do recurso extraordinário faz-se considerada a Constituição Federal, descabendo interpretar normas locais visando a concluir pelo enquadramento no permissivo do inciso III do artigo 102 da Carta da República.",AGRAVO REGIMENTAL
"CONCURSO PÚBLICO – PROVA DE ESFORÇO FÍSICO. Caso a caso, há de perquirir-se a sintonia da exigência, no que implica fator de tratamento diferenciado com a função a ser exercida. Não se tem como constitucional a exigência de prova física desproporcional à habilitação ao cargo que se busca preencher.",AGRAVO REGIMENTAL
Embargos de declaração em agravo regimental em recurso extraordinário. 2. Direito Tributário. Crédito-prêmio de IPI. Alíquota. Resolução CIEX n. 2/79. Discussão de índole infraconstitucional. Ofensa reflexa. 3. Embargos protelatórios. Imposição de multa. 4. Embargos de declaração rejeitados.,EMBARGOS DE DECLARAÇÃO
"INATIVOS – BENEFÍCIO CONCEDIDO DE FORMA GERAL AOS ATIVOS – INCIDÊNCIA DO § 8º DO ARTIGO 40 DA CONSTITUIÇÃO FEDERAL, NA REDAÇÃO PRIMITIVA. Constando do acórdão proferido e impugnado mediante o extraordinário o caráter geral da gratificação, a beneficiar os servidores na ativa como um grande todo, descabe cogitar de infrigência do § 8º do artigo 40 da Constituição Federal, na redação primitiva, no que reconhecido o direito dos inativos.",AGRAVO REGIMENTAL
"E M E N T A: RECURSO EXTRAORDINÁRIO - ACIDENTE DO TRABALHO – INDENIZAÇÃO POR DANOS MATERIAIS E/OU MORAIS – AÇÃO AJUIZADA EM FACE DO EMPREGADOR, COM FUNDAMENTO NO DIREITO COMUM – SUPERVENIÊNCIA DA EC Nº 45/2004 - COMPETÊNCIA DA JUSTIÇA DO TRABALHO – SÚMULA VINCULANTE Nº 22 – APLICABILIDADE AO CASO - RECURSO DE AGRAVO IMPROVIDO.",AGRAVO REGIMENTAL
"COMPETÊNCIA – UNIÃO – RECURSO EXTRAORDINÁRIO – AÇÃO – AJUIZAMENTO – LOCAL. O artigo 109, § 2º, da Constituição Federal encerra a possibilidade de a ação ser proposta no domicílio do autor, no lugar em que ocorrido o ato ou fato ou em que situada a coisa, na capital do estado-membro, ou ainda no Distrito Federal.",AGRAVO REGIMENTAL
"Embargos de declaração no recurso extraordinário. 2. Incidência de juros moratórios e compensatórios durante o período de parcelamento previsto no art. 78 do ADCT. Tema 132 da sistemática da repercussão geral. 3. Embargos de declaração acolhidos para determinar a devolução dos autos ao Tribunal de origem, com base no disposto no art. 543-B do CPC.",EMBARGOS DE DECLARAÇÃO
