ementa,acordao,entail
EMENTA: AGRAVO REGIMENTAL NA SUSPENSÃO DE SEGURANÇA. SERVIDOR PÚBLICO ESTADUAL. BASE DE CÁLCULO DO ADICIONAL POR TEMPO DE SERVIÇO: DIREITO LOCAL. CONTRARIEDADE INDIRETA À CONSTITUIÇÃO DA REPÚBLICA. INVIABILIDADE DA PRESENTE AÇÃO. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, deferir o pedido com a ressalva do art. 89 do Estatuto do Estrangeiro, nos termos do voto do Relator. Brasília, 16 de outubro de 2012.",0
FAZENDA PÚBLICA – TUTELA ANTECIPADA – PRONUNCIAMENTO DO SUPREMO – AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE Nº 4/DF – RECLAMAÇÃO – IMPROCEDÊNCIA. O que assentado na Ação Declaratória de Constitucionalidade nº 4/DF não alcança decisão cujo efeito patrimonial contra a Fazenda Pública é apenas secundário.,"Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência da Senhora Ministra Cármen Lúcia, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade, deferir a extradição, nos termos do voto do Relator.",0
Agravo regimental em reclamação. 2. Competência. Ação para complementação de aposentadoria de servidor aposentado da Rede Ferroviária Federal S/A 3. Alegação de competência da Justiça do Trabalho. Inconsistência. ADI-MC 3.395. 4. Agravo Regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em deferir a extradição, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Dias Toffoli, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
Agravo regimental em reclamação. 2. Violação à autoridade de decisão proferida pelo Supremo Tribunal Federal. 3. Não ocorrência. 4. Ausência de contemporaneidade entre objeto e parâmetro da reclamação. 5. Decisão reclamada que se fundamenta no posicionamento do STF. 6. Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em declarar a viabilidade da entrega do extraditando pelo Chefe do Poder Executivo ao Governo requerente, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Marco Aurélio, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
Agravo regimental em reclamação. 2. Alegação de desrespeito à medida cautelar deferida nos autos da ADI 2.135/DF. 3. Inexistência de estrita similitude entre o ato reclamado e o acórdão-paradigma. 4. Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do ministro Teori Zavascki, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade, deferir o pedido de extradição com a ressalva dos art. 89 e 67 da Lei 6.815/80, nos termos do voto do Relator. Brasília, 30 de setembro de 2014.",0
EMENTA: AGRAVO REGIMENTAL NA RECLAMAÇÃO. PENAL E PROCESSUAL PENAL. ALEGADO DESCUMPRIMENTO DAS DECISÕES PROFERIDAS NOS RECURSOS EXTRAORDINÁRIOS NS. 612.030 E 628.624 E NO HABEAS CORPUS N. 86.289: IMPROCEDÊNCIA. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em deferir o pedido de extradição, nos termos do voto do relator e por unanimidade, em sessão presidida pela Ministra Rosa Weber, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
"Agravo regimental em reclamação. 2. Competência para apreciar mandado de segurança contra ato administrativo do próprio Tribunal. Não incidência da decisão proferida na ADC n. 3395. 3. Aplicabilidade do art. 21, VI, da Lei Complementar 35/1979. 4. Agravo regimental a que se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do ministro Celso de Mello, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade, deferir o pedido de extradição com a ressalva dos artigos 67 e 89 da Lei 6.815/80 e determinar a expedição de ofício ao Ministério da Justiça, nos termos do voto do Relator. Brasília, 29 de setembro de 2015.",0
"EMENTA: AGRAVO REGIMENTAL EM RECLAMAÇÃO. LEI MUNICIPAL INDICADA COMO ATO RECLAMADO. JURISPRUDÊNCIA DO STF. 1. O efeito vinculante das súmulas previstas no art. 103-A da Constituição não abrange o Poder Legislativo, no exercício de sua competência legislativa. 2. Não é possível o manejo de reclamação como sucedâneo das ações judiciais cabíveis. 3. Não cabe reclamação quando o ato reclamado for anterior à publicação do parâmetro de controle. 4. Agravo regimental a que se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em indeferir o pedido de extradição, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Luís Roberto Barroso, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
EMENTA: AGRAVO REGIMENTAL NA RECLAMAÇÃO. CONSTITUCIONAL. ALEGADO DESCUMPRIMENTO DA SÚMULA VINCULANTE N. 10 DO SUPREMO TRIBUNAL FEDERAL: NÃO OCORRÊNCIA. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Gilmar Mendes, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, julgar improcedente a extradição, nos termos do voto do Relator. Brasília, 30 de maio de 2017.",0
"EMENTA: AGRAVO REGIMENTAL NOS EMBARGOS DE DECLARAÇÃO NA RECLAMAÇÃO. NÃO SE CONHECEM EMBARGOS DE DECLARAÇÃO OPOSTOS APÓS O PRAZO PREVISTO NO ART. 337, § 1º, DO REGIMENTO INTERNO DO SUPREMO TRIBUNAL FEDERAL. PRECEDENTES. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal, sob a Presidência do Senhor Ministro Dias Toffoli, na conformidade da ata do julgamento e das notas taquigráficas, por unanimidade de votos, em referendar a medida cautelar e julgar prejudicado o pedido de reconsideração, nos termos do voto do Relator.",0
Agravo regimental em reclamação. 2. Decisão monocrática de prejudicialidade. 3. Suposto descumprimento da Súmula Vinculante n. 14. Informações prestadas que noticiam o deferimento de acesso a elementos de prova de procedimento investigatório. Prejudicialidade mantida. 4. Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em referendar a liminar deferida na ação cível originária, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Marco Aurélio, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
EMENTA: AGRAVO REGIMENTAL NA RECLAMAÇÃO. EXECUÇÃO PENAL. INEXISTÊNCIA DE CONTRARIEDADE AO PRINCÍPIO DA COLEGIALIDADE. ALEGADO DESCUMPRIMENTO DA SÚMULA VINCULANTE N. 5 DO SUPREMO TRIBUNAL FEDERAL. DEFESA TÉCNICA EXERCIDA EM BENEFÍCIO DO AGRAVANTE NO PROCEDIMENTO ADMINISTRATIVO DISCIPLINAR PARA APURAÇÃO DA FALTA GRAVE E NA FASE JUDICIAL. IMPROCEDÊNCIA. DECISÃO AGRAVADA MANTIDA. AGRAVO AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em referendar a decisão que concedia a tutela antecipada na ação cível originária, nos termos do voto do relator e por unanimidade, em sessão presidida pela Ministra Rosa Weber, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
"Agravo regimental em reclamação. 2. Direito Processual Penal. 3. Suposta violação à Súmula Vinculante n. 14. Não ocorrência. 4. Informações prestadas pela autoridade reclamada imbuída de veracidade juris tantum. Art. 425, inciso VI, do Novo Código de Processo Civil. 5. Ausência de argumentos capazes de infirmar a decisão agravada. Agravo regimental a que se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em referendar a medida cautelar na ação cível originária, nos termos do voto do relator e por unanimidade, em sessão presidida pela Ministra Rosa Weber, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
"RECLAMAÇÃO – OBJETO. A reclamação pressupõe a usurpação de competência do Supremo ou o desrespeito a decisão proferida, sendo imprópria quando o objetivo é a uniformização de julgados presente o princípio da transcendência.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em referendar a medida cautelar na ação cível originária, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Luís Roberto Barroso, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
Agravo regimental no recurso ordinário em mandado de segurança. 2. Recurso administrativo recebido com efeito suspensivo. 3. Decadência. Termo inicial do prazo. Julgamento do recurso. 4. Inadmissibilidade de mandado de segurança contra decisão administrativa impugnada por recurso recebido com efeito suspensivo e pendente de julgamento. Precedentes do STF. 5. Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Sessão Plenária, sob a presidência do ministro Cezar Peluso, na conformidade da ata do julgamento e das notas taquigráficas, por maioria e nos termos do voto do Relator, em rejeitar a queixa, vencido o ministro Marco Aurélio, que a recebia em parte. Brasília, 15 de março de 2012",0
Agravo regimental no mandado de segurança. 2. Direito administrativo. 3. Servidor Público. 4. Ato do TCU que determinou exclusão de vantagem. Transcurso de mais de 10 anos entre o ato e a declaração de legalidade da aposentadoria. Natureza administrativa. Incidência do art. 54 da Lei 9.794/99. Decadência. 4. Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do ministro Dias Toffoli, na conformidade da ata de julgamento e das notas taquigráficas, por maioria, rejeitar a denúncia, nos termos do voto do Relator. Vencido o ministro Teori Zavascki. Brasília, 10 de maio de 2016.",0
"EMENTA: AGRAVO REGIMENTAL EM MANDADO DE SEGURANÇA. TRIBUNAL DE CONTAS DA UNIÃO. TOMADA DE CONTAS ESPECIAL. RESSARCIMENTO DE VALORES. ART. 210, § 1º, DO REGIMENTO INTERNO DO TRIBUNAL DE CONTAS DA UNIÃO. IMPOSSIBILIDADE DE DILAÇÃO PROBATÓRIA. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Sessão Plenária, sob a presidência do Senhor Ministro Joaquim Barbosa, na conformidade da ata do julgamento e das notas taquigráficas, por maioria de votos, receber a denúncia, nos termos do voto do relator, ministro Gilmar Mendes. Brasília, 21 de março de 2013. Ministro GILMAR MENDES Relator Documento assinado digitalmente.",0
"E M E N T A: RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA – SUPOSTO VÍCIO EM PROCESSO ADMINISTRATIVO – DECLARAÇÃO DA IMPETRANTE CONTESTADA, DOCUMENTALMENTE, PELA AUTORIDADE APONTADA COMO COATORA – SITUAÇÃO DE CONTROVÉRSIA OBJETIVA – ILIQUIDEZ DOS FATOS SUBJACENTES À ALEGAÇÃO DA IMPETRANTE – INVIABILIDADE DA DISCUSSÃO, EM SEDE MANDAMENTAL, DA NULIDADE DE PROCESSO ADMINISTRATIVO – RECURSO DE AGRAVO IMPROVIDO.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal em receber a denúncia, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Joaquim Barbosa, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
"EMENTA: AGRAVO REGIMENTAL EM MANDADO DE SEGURANÇA. ADMINISTRATIVO. CONSELHO NACIONAL DE JUSTIÇA. INDEFERIMENTO LIMINAR DE PROCEDIMENTO DE CONTROLE ADMINISTRATIVO. DELIBERAÇÃO NEGATIVA DO CONSELHO NACIONAL DE JUSTIÇA. INVIABILIDADE DO MANDADO DE SEGURANÇA. 1. A competência originária do Supremo Tribunal para processar e julgar ações contra o Conselho Nacional de Justiça não o torna instância revisora de qualquer decisão do órgão administrativo. 2. As decisões do Conselho Nacional de Justiça que não atingem competência dos tribunais ou dos juízes não substituem aquelas por eles proferidas, pelo que não atraem a competência do Supremo Tribunal. 3. Agravo regimental ao qual se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Segunda Turma do Supremo Tribunal Federal em, resolvendo questão de ordem, referendar a decisão concessiva da liminar, o que fazem por unanimidade de votos, em sessão presidida pelo Ministro Ayres Britto, na conformidade da ata do julgamento e das notas taquigráficas. Brasília, 27 de março de 2012.",0
Agravo regimental no recurso ordinário em mandado de segurança. 2. Processo administrativo disciplinar. Pena de demissão. 3. Prática de infração administrativa devidamente comprovada nos autos. 4. Ausência de argumentos capazes de infirmar a decisão agravada. 5. Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal em receber a denúncia, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Joaquim Barbosa, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
EMENTA: AGRAVO REGIMENTAL. MANDADO DE SEGURANÇA. CONSELHO NACIONAL DE JUSTIÇA. PEDIDO DE PROVIDÊNCIAS. DELIBERAÇÃO NEGATIVA DO CNJ. IMPOSSIBILIDADE DE CONHECIMENTO. AGRAVO A QUE SE NEGA PROVIMENTO. I – A jurisprudência desta Corte firmou-se no sentido de que as deliberações negativas do Conselho Nacional de Justiça não estão sujeitas a revisão por meio de mandado de segurança impetrado diretamente no Supremo Tribunal Federal. II – Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do ministro Teori Zavascki, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade, julgar improcedente a denúncia, nos termos do voto do Relator. Brasília, 23 de setembro de 2014.",0
"Ementa: AGRAVO REGIMENTAL NO RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. PARECER GQ 145/1998/AGU. LIMITE MÁXIMO DE 60 HORAS SEMANAIS EM CASOS DE ACUMULAÇÃO DE CARGOS OU EMPREGOS PÚBLICOS. IMPOSSIBILIDADE. PRECEDENTES. COMPATIBILIDADE DAS JORNADAS DE TRABALHO DA IMPETRANTE. COMPROVAÇÃO. AGRAVO A QUE SE NEGA PROVIMENTO, COM APLICAÇÃO DE MULTA. I – A existência de norma infraconstitucional que estipula limitação de jornada semanal não constitui óbice ao reconhecimento do direito à acumulação prevista no art. 37, XVI, c, da Constituição, desde que haja compatibilidade de horários para o exercício dos cargos a serem acumulados. Precedentes. II - Agravo regimental a que se nega provimento, com aplicação da multa prevista no art. 1.021, § 4°, do CPC.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em não receber a denúncia formalizada no inquérito, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Marco Aurélio, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
Agravo regimental em mandado de segurança. 2. Processo Administrativo. TCU. Ilegalidade do ato de admissão do agravante. Irregularidades perpetradas no concurso público para provimento no cargo de professor do Instituto Federal do Paraná. 3. Comunicação ao impetrante sobre a revisão de ofício do ato que teria julgado legal seu ato de admissão. Concessão de prazo para manifestação. Acesso amplo aos autos do processo. Apresentação de defesa. 4. Observância dos princípios do contraditório e da ampla defesa. 5. Ausência de argumentos capazes de infirmar a decisão agravada. 6. Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em resolver a questão de ordem no sentido do arquivamento do inquérito quanto aos dois parlamentares, nos termos do voto do relator e por maioria, em sessão presidida pela Ministra Rosa Weber, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
"EMENTA: AGRAVO REGIMENTAL EM HABEAS CORPUS. CONSTITUCIONAL. PROCESSUAL PENAL. CIRCUNSTÂNCIA ATENUANTE. SUPRESSÃO DE INSTÂNCIA. AUSÊNCIA DE IMPUGNAÇÃO ESPECÍFICA DA DECISÃO AGRAVADA. AGRAVO REGIMENTAL NÃO PROVIDO. 1. A jurisprudência do Supremo Tribunal Federal não admite seja conhecido o habeas corpus, por ser incabível o exame, per saltum, de fundamentos não apresentados e apreciados pelo órgão judiciário apontado como coator. 2. O Agravante tem o dever de impugnar, de forma específica, todos os fundamentos da decisão agravada, sob pena de não provimento do agravo regimental. 3. Agravo regimental não provido.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Edson Fachin, na conformidade da ata de julgamento e das notas taquigráficas, por maioria de votos, receber a denúncia, nos termos do voto do Ministro Gilmar Mendes. Brasília, 21 de novembro de 2017. Ministro GILMAR MENDES Redator para o Acórdão Documento assinado digitalmente",0
"Agravo regimental em habeas corpus. 2. Impetração contra decisão que negou seguimento ao writ, pois a apreciação do pedido implicaria supressão de instância. 3. Requisitos da prisão preventiva e excesso de prazo. Questões não apreciadas pelo STJ. Constrangimento ilegal não verificado. 4. Agravo regimental a que se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Sessão Plenária, sob a Presidência do Senhor Ministro Ricardo Lewandowski, na conformidade da ata de julgamentos e das notas taquigráficas, por unanimidade de votos e nos termos do voto do Relator, em julgar prejudicada a ação direta. Brasília, 15 de outubro de 2014. Ministro LUIZ FUX – Relator Documento assinado digitalmente",0
"Agravo regimental em recurso ordinário em habeas corpus. 2. Interrogatório do réu realizado em momento anterior à entrada em vigor da Lei 11.719/2008. Desnecessidade de renovação do ato, em observância do princípio tempus regit actum. Precedentes. 3. Agravo regimental a que se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Ricardo Lewandowski, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, determinar a remessa de cópias deste inquérito à Procuradoria-Geral da República, ao Ministro da Segurança Pública, ao Presidente e ao Corregedor do Conselho Nacional de Justiça, ao Presidente e ao Corregedor do Conselho da Justiça Federal e ao Presidente e ao Corregedor do Conselho Nacional do Ministério Público, nos termos do voto do Relator. Brasília, 14 de agosto de 2018. Ministro GILMAR MENDES Relator Documento assinado digitalmente",0
EMENTA: AGRAVO REGIMENTAL NO HABEAS CORPUS. CONSTITUCIONAL. PROCESSO PENAL. TRÁFICO DE ENTORPECENTE. PRISÃO CAUTELAR. FUNDAMENTAÇÃO IDÔNEA. INDEFERIMENTO DA MEDIDA LIMINAR NO SUPERIOR TRIBUNAL DE JUSTIÇA: INCIDÊNCIA DA SÚMULA N. 691 DO SUPREMO TRIBUNAL FEDERAL. DECISÃO AGRAVADA MANTIDA. AGRAVO AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal, sob a Presidência da Ministra Rosa Weber, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, preliminarmente, em determinar a reautuação do feito com a inserção do nome completo do Requerido. Na sequência, resolver questão de ordem no sentido do arquivamento da petição, nos termos do voto do Relator. Brasília, 23 de junho de 2015.",0
"EMENTA: AGRAVO REGIMENTAL NO HABEAS CORPUS. CRIME MILITAR. DESERÇÃO. DESERTOR EXCLUÍDO E NÃO LICENCIADO DO SERVIÇO MILITAR. INSTAURAÇÃO DE INSTRUÇÃO PROVISÓRIA DE DESERÇÃO: PROCEDÊNCIA. PRECEDENTES.AGRAVO AO QUAL SE NEGA PROVIMENTO. 1. Não há nulidade no prosseguimento da instrução provisória de deserção no Juízo de primeiro grau quando presente a condição de procedibilidade referente ao praça sem estabilidade excluído do serviço ativo, que está foragido desde a suposta prática do crime de deserção 2. Agravo regimental ao qual se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Sessão Plenária, sob a Presidência do Senhor Ministro CEZAR PELUSO, na conformidade da ata de julgamento e das notas taquigráficas, por maioria e nos termos do voto do Relator, em julgar improcedente a intervenção, contra o voto do Senhor Ministro MARCO AURÉLIO. Ausente, justificadamente, o Senhor Ministro JOAQUIM BARBOSA. Brasília, 28 de março de 2012.",0
"EMENTA: AGRAVO REGIMENTAL EM HABEAS CORPUS. CONSTITUCIONAL. PROCESSUAL PENAL. EXECUÇÃO PENAL. COMETIMENTO DE FALTA. ALEGAÇÃO DA EXISTÊNCIA DE JUSTIFICATIVA IDÔNEA. MATÉRIA NÃO SUBMETIDA À ANÁLISE DEFINITIVA DO SUPERIOR TRIBUNAL DE JUSTIÇA. SUPRESSÃO DE INSTÂNCIA. 1. Inexistindo prévia manifestação definitiva do Superior Tribunal de Justiça sobre a matéria de fundo da impetração, a apreciação dos pedidos da defesa implica supressão de instância. Precedentes. 2. Agravo regimental ao qual se nega provimento.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal, sob a Presidência da Ministra Rosa Weber, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, em pronunciar a decadência quanto ao primeiro fato imputado e rejeitar a queixa-crime quanto ao segundo fato, nos termos do voto do Relator. Brasília, 27 de outubro de 2015.",0
"E M E N T A: RECURSO ORDINÁRIO EM “HABEAS CORPUS” – ALEGADA AUSÊNCIA DE JUSTA CAUSA PARA A AÇÃO PENAL – EXISTÊNCIA, NO CASO, DE DADOS PROBATÓRIOS MÍNIMOS, FUNDADOS EM BASE EMPÍRICA IDÔNEA – CONTROVÉRSIA QUE IMPLICA EXAME APROFUNDADO DE FATOS E CONFRONTO ANALÍTICO DE MATÉRIA ESSENCIALMENTE PROBATÓRIA – INVIABILIDADE NA VIA SUMARÍSSIMA DO HABEAS CORPUS – RECURSO DE AGRAVO IMPROVIDO.","Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em deferir parcialmente a ordem no mandado de injunção, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Alexandre de Moraes, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
Agravo regimental em habeas corpus. 2. Impetração contra ato de ministro do Supremo Tribunal Federal. Inadmissibilidade. Súmula 692. Pretensão não apreciada pelo relator da extradição. 3. Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em julgar improcedente a reclamação, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Luís Roberto Barroso, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
EMENTA: AGRAVO REGIMENTAL NO HABEAS CORPUS. CONSTITUCIONAL. PENAL. DESCABIMENTO. IMPETRAÇÃO CONTRA DECISÃO MONOCRÁTICA DO SUPERIOR TRIBUNAL DE JUSTIÇA. FUNDAMENTOS PARA A PRISÃO PREVENTIVA E EXCESSO DE PRAZO PARA A FORMAÇÃO DA CULPA. MATÉRIAS NÃO APRECIADAS PELO SUPERIOR TRIBUNAL DE JUSTIÇA. DEFICIÊNCIA DA INSTRUÇÃO DO HABEAS CORPUS IMPETRADO NAQUELE TRIBUNAL. AGRAVO AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Primeira Turma do Supremo Tribunal Federal em definir o conflito e assentar a competência do Juízo da Vara Federal com atuação territorial na cidade de São Raimundo Nonato, Estado do Piauí, domicílio do impetrante, nos termos do voto do relator e por unanimidade, em sessão presidida pelo Ministro Marco Aurélio, na conformidade da ata do julgamento e das respectivas notas taquigráficas.",0
EMENTA: AGRAVO REGIMENTAL EM HABEAS CORPUS. CONSTITUCIONAL. PENAL. IMPOSSIBILIDADE DE UTILIZAÇÃO DO HABEAS CORPUS COMO SUCEDÂNEO DE REVISÃO CRIMINAL. PRESSUPOSTOS DE RECURSO INTERPOSTO NO SUPERIOR TRIBUNAL DE JUSTIÇA. IMPOSSIBILIDADE DE ANÁLISE DA MATÉRIA PELO SUPREMO TRIBUNAL FEDERAL. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO.,"Vistos, relatados e discutidos estes autos, acordam os Ministros da Segunda Turma do Supremo Tribunal Federal, sob a Presidência do Senhor Ministro Gilmar Mendes, na conformidade da ata de julgamentos e das notas taquigráficas, por votação unânime, julgar improcedente a reclamação, nos termos do voto do Relator. Ausente, justificadamente, o Senhor Ministro Celso de Mello.",0
"EMENTA: AGRAVO REGIMENTAL NO HABEAS CORPUS. PENAL. PROCESSUAL PENAL. AUSÊNCIA DE REFORÇO INDEVIDO NA FUNDAMENTAÇÃO. REPRODUÇÃO DAS CONSTATAÇÕES FÁTICAS AFIRMADAS NAS INSTÂNCIAS INFERIORES. NÃO INCIDÊNCIA DO PRINCÍPIO DA INSIGNIFICÂNCIA. FURTO QUALIFICADO PELO CONCURSO DE AGENTES, PRATICADO DURANTE O REPOUSO NOTURNO. REINCIDÊNCIA.","Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Sessão Plenária, sob a Presidência do Senhor Ministro Cezar Peluso, na conformidade da ata de julgamentos e das notas taquigráficas, por unanimidade de votos e nos termos do voto do Relator, em julgar improcedente a reclamação. Brasília, 1º de dezembro de 2011. LUIZ FUX – Relator Documento assinado digitalmente",0
Agravo regimental em recurso ordinário em habeas corpus. 2. Apropriação indébita previdenciária e sonegação de contribuição previdenciária. Condenação. 3. Reconhecimento da prescrição. Impossibilidade. Necessidade de esgotamento da via administrativa para deflagração da ação penal e início da contagem do prazo prescricional. Não ocorrência da alegada prescrição. 4. Aplicação do princípio da insignificância. Impossibilidade. Elevado grau de reprovabilidade da conduta. Precedentes. 5. Dosimetria da pena. Reprimenda aplicada de forma proporcional e suficientemente fundamentada. 6. Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a Presidência do Ministro Dias Toffoli, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade, em julgar improcedente a reclamação, nos termos do voto da Relatora. Ausente, justificadamente, o Ministro Gilmar Mendes.",0
Agravo regimental em habeas corpus. 2. Prisão em flagrante. Crime de tráfico de entorpecentes em associação para o tráfico (arts. 33 e 35 da Lei n. 11.343/2006). 3. Alegação de excesso de prazo para a formação da culpa e de inconstitucionalidade da Súmula 52 do STJ. 4. Supressão de instância. Matéria não enfrentada pelo STJ. Não exaurimento da jurisdição. Precedentes. 5. Afastada a possibilidade de concessão da ordem de ofício. Não configuração de patente constrangimento ilegal ou abuso de poder. 6. Agravo regimental a que se nega provimento.,"Vistos, relatados e discutidos estes autos, acordam os Ministros do Supremo Tribunal Federal, em Segunda Turma, sob a presidência do Senhor Ministro Edson Fachin, na conformidade da ata de julgamento e das notas taquigráficas, por unanimidade de votos, homologar o pedido de desistência, nos termos do voto do Redator para o acórdão. Brasília, 6 de março de 2018. Ministro GILMAR MENDES Redator para Acórdão (RISTF, art. 38, II) Documento assinado digitalmente",0
